raticate,61,1830
rotommow,59,1770
luxio,49,1470
spheal,39,1560
togedemarutotem,14,560
hatterene,80,3200
furfroupharaoh,35,1050
morelull,35,1400
magnezone,79,2370
inkay,59,1770
greedent,70,2800
venusaurmega,71,2130
gurdurr,39,1560
gourgeistlarge,59,1770
rhyperiorf,60,1800
zygarde,79,2370
genesectchill,49,1960
yveltal,71,2130
growlithe,23,920
budew,59,1770
onix,60,1800
toxapex,40,1200
vulpixalola,28,840
centiskorch,82,3280
roggenrola,49,1470
minior,110,3300
calyrexice,80,2400
dustoxf,44,1760
zygardecomplete,64,2640
hippopotasf,65,1950
arceussteel,89,2670
shaymin,49,1470
shiftryf,44,1760
glaliemega,74,2220
shieldon,59,1770
clauncher,39,1560
floetteyellow,47,1410
braixen,41,1230
spritzee,119,3570
tyrunt,63,1890
tyranitarmega,59,1770
latiasmega,91,2730
oshawott,25,1000
staraptor,29,1160
rayquazamega,75,2250
kirlia,38,1520
zamazentacrowned,72,2160
drapion,69,2070
tyranitar,59,1770
honedge,59,1770
sigilyph,69,2070
weezinggalar,160,6400
miniorblue,139,4170
weavilef,30,1200
illumise,39,1560
sandile,49,1470
ninetalesalola,44,1320
abomasnowmega,71,2130
bronzor,59,1770
talonflame,31,1240
carnivine,59,1770
electrike,39,1560
pumpkaboolarge,119,3570
silicobra,50,2000
lugia,69,2070
diglett,39,1560
magmortar,59,1770
muk,79,2370
pheromosa,35,1050
timburr,35,1400
zapdos,29,1160
decidueye,40,1500
alcremievanillacreamribbon,60,2400
cofagrigus,39,1560
bellossom,47,1410
poplio,29,870
snorunt,59,1770
umbreon,60,1800
alcremierubyswirlstar,60,2400
snover,80,2400
alcremielemoncreamflower,60,2400
pikachuunovacap,33,990
hitmontop,59,1770
kangaskhan,69,2070
absolmega,52,1560
flabebeorange,79,2370
larvitar,34,1360
scytherf,59,1770
tapulele,49,1470
dianciemega,142,4260
azumarill,59,1770
mightyena,49,1470
simisear,65,1950
bulbasaur,41,1230
leafeon,47,1410
shelgon,69,2070
horsea,59,1770
tepig,39,1560
aerodactylmega,44,1320
alcremiematchacreamberry,60,2400
giblef,33,1320
parasect,59,1770
scorbunny,46,1840
oricorio,26,1120
urshifurapidstrike,90,2700
alcremiematchacream,60,2400
weepinbell,59,1770
